,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
1071,7645523,Downtown Dubai,25.201842000000003,55.280473,1600000,1105,2,3,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1056,7644272,Jumeirah Beach Residence,25.07359,55.126352,3650000,1967,2,3,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
929,7629200,Al Furjan,25.026312,55.156274,530000,700,1,1,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
779,7611241,Jumeirah Beach Residence,25.07851,55.136283,789999,756,1,1,Low,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
200,7421937,Dubai Marina,25.074307,55.132694,1199999,1072,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
134,7314727,Dubai Hills Estate,25.106147,55.246977,1066888,718,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
1051,7643965,Dubai Festival City,25.218977,55.367945,1950000,2256,3,4,Medium,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
40,6992975,Dubai Marina,25.074439,55.133386,1795000,1002,1,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1017,7639430,Jumeirah Lake Towers,25.065886,55.138246,950000,1389,1,2,Low,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
230,7449334,Palm Jumeirah,25.125472,55.153066,2600000,1475,2,3,Medium,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1513,7677495,Dubai Marina,25.078967,55.142559,875000,964,2,2,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True
378,7524644,Dubai Marina,25.069944,55.133324,1500000,1727,2,3,Medium,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
288,7498068,Jumeirah Beach Residence,25.072569,55.126527,2320000,1981,2,3,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
418,7543701,DIFC,25.206412,55.275199,1450000,1274,1,2,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
1698,7690528,Business Bay,25.191189,55.283374,850000,455,0,1,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
391,7530921,Dubai Hills Estate,25.111798,55.247341000000006,2600888,1583,3,3,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
592,7587648,Jumeirah,25.240419,55.25277,1980000,1703,2,3,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1522,7677962,Downtown Dubai,25.197316,55.274196,5500000,2728,3,4,High,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True
1162,7652556,Jumeirah Village Circle,25.048095,55.206373,610000,746,1,2,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1086,7646588,Dubai Marina,25.079385,55.141933,3499000,5757,4,5,Medium,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1495,7674511,Dubai Marina,25.075454,55.133788,1250000,1140,1,2,Medium,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
647,7594163,Palm Jumeirah,25.113366,55.13609,1390000,1954,2,3,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
1152,7652109,Old Town,25.193542,55.277061,1900000,1442,1,2,Low,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1367,7667851,Jumeirah Village Circle,25.04866,55.20955,620190,840,1,2,High,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True
520,7576793,Downtown Dubai,25.202977,55.280662,2750000,1236,2,3,Low,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,7092201,Dubai Marina,25.070605,55.133230000000005,1595000,1350,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,6505084,Palm Jumeirah,25.132445,55.152216,2089999,1051,1,1,Medium,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1180,7653416,Dubai Harbour,25.0967,55.139276,1400000,750,1,2,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1064,7644975,Al Furjan,25.027786,55.15669499999999,399000,380,0,1,High,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False
492,7566232,Palm Jumeirah,25.107353,55.148401,1055000,1173,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379,7524987,Downtown Dubai,25.195235,55.27875600000001,1650000,1104,2,3,High,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
187,7410060,Downtown Dubai,25.198796,55.271342,2500000,1900,3,4,Medium,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
763,7609164,The Hills,25.077955,55.159380000000006,1400000,1282,2,2,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
216,7433754,Jumeirah,25.215192,55.235827,14000000,3168,3,5,Low,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
791,7612967,Mohammed Bin Rashid City,25.176965,55.311826,948307,792,1,2,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1076,7646005,Dubai Marina,25.072316,55.137461,595000,613,1,2,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
878,7623715,Jumeirah Village Circle,25.051448,55.207712,825888,745,1,2,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
337,7502109,Mina Rashid,25.273623,55.283576,1500888,2070,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
1772,7696283,Business Bay,25.181311,55.26250699999999,1375000,1270,2,2,Medium,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
719,7603654,Dubai Marina,25.090136,55.150381,1550000,1207,2,3,Medium,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
1748,7694937,Jumeirah Village Circle,25.051021,55.211803,559999,1071,1,2,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
295,7498238,Dubai Creek Harbour (The Lagoons),25.20863,55.345967,1399888,820,1,2,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1725,7693101,Dubai Hills Estate,25.109367,55.247980000000005,896000,915,1,2,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1016,7639343,Dubai Marina,25.080444,55.144318000000005,1095000,1225,2,2,High,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
1275,7661664,Dubai Marina,25.075974,55.135687,950000,768,1,1,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True
1750,7695146,Mirdif,25.227337,55.441623,1419000,1330,2,3,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
1485,7673806,Dubai Marina,25.081243,55.14512,2299000,2328,3,4,Medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
455,7554308,Palm Jumeirah,25.10355,55.168509,17910000,6246,4,5,Medium,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1901,7706287,Mohammed Bin Rashid City,25.166145,55.276684,1230000,760,1,2,Medium,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
815,7616157,Dubai Marina,25.085047,55.142415,770000,807,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,7484767,Dubai Marina,25.070605,55.133230000000005,3200000,2280,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
